OID,OID1,OID_,FID_,Shape_1,POINT_X,POINT_Y,SnapDist,FldRchLen,RchID,pnet_Bankf,fld_Bankf,dif_Bankf,pdif_Bankf,rtio_Bankf,pnet_Slope,fld_Slope,dif_Slope,pdif_Slope,rtio_Slope,pnet_Sinuo,fld_Sinuo,dif_Sinuo,pdif_Sinuo,rtio_Sinuo,pnet_03_D5,fld_03_D5,dif_03_D5,pdif_03_D5,rtio_03_D5,pnet_04_D5,fld_04_D5,dif_04_D5,pdif_04_D5,rtio_04_D5,pnet_Reach,fld_Reach,dif_Reach,pdif_Reach,rtio_Reach,pnet_Deveg,fld_Deveg,dif_Deveg,pdif_Deveg,rtio_Deveg,pnet_G_Inv,fld_G_Inv,dif_G_Inv,pdif_G_Inv,rtio_G_Inv,pnet_X_Inv,fld_X_Inv,dif_X_Inv,pdif_X_Inv,rtio_X_Inv,pnet_R_Inv,fld_R_Inv,dif_R_Inv,pdif_R_Inv,rtio_R_Inv,pnet_Conif,fld_Conif,dif_Conif,pdif_Conif,rtio_Conif,LWFrq,LWVol,RPD_Index,BankAngle_,D50_Index,LWFrq_Inde,PTF6_Index,PoolPct_In,TotalIndex,Geo_Cond,RS_Type
-1,-1,-1,10, ,1248890.819,4985393.298,30,151.7963401,7391,4.700069904,13.96000004,-9.259929657,0.663318992,0.336681008,0.00773917,0.0093,-0.00156083,0.167831004,0.832168996,1.264809966,1.24000001,0.024814799,0.0196194,1.020009995,0.149715006,0.02,0.129714996,0.866412997,7.485750198,0.112286001,0.02,0.092285998,0.821883023,5.614299774,151.7960052,132,19.79630089,0.130413994,1.149970055,0,66.89769745,-66.89769745,1,0,0,16.64679909,-16.64679909,1,0,0,19.87389946,-19.87389946,1,0,0,12.79730034,-12.79730034,1,0,3.3314802,34,-33.96670151,0.99901998,0.000979847,348.48,75.86,5.48,0,5.33,6.01,4.94,9.57,46.45,good,PCV_MeanderingPlanControlled_DFP
-1,-1,-1,11, ,1260430.032,4987234.969,10,154.9213846,7639,3.437370062,1.830000043,1.607370019,0.467615992,1.878340006,0.0299665,0.025900001,0.00406652,0.135701999,1.157009959,1.125390053,1.24000001,-0.114610001,0.092427596,0.907571971,0.204712003,0.039999999,0.164711997,0.804603994,5.117800236,0.153533995,0.039999999,0.113534003,0.739471018,3.838350058,154.9210052,170.1000061,-15.17860031,0.089233503,0.910767019,0,104.1549988,-104.1549988,1,0,0,13.88729954,-13.88729954,1,0,0,12.07059956,-12.07059956,1,0,0,12.80560017,-12.80560017,1,0,0,35,-35,1,0,5.88,0.18,0,8.26,3.37,0,6.24,7.91,32.72,good,Alluvial Fan
-1,-1,-1,12, ,1262960.976,4990966.489,20,102.0912746,7640,5.945789814,6.429999828,-0.484210014,0.075304903,0.924695015,0.00847771,0.0077,0.000777706,0.091735497,1.100999951,1.076439977,1,0.076436199,0.0710086,1.076439977,0.118348002,0.039999999,0.078348003,0.662014008,2.958699942,0.088760696,0.039999999,0.048760701,0.549350023,2.21901989,102.0910034,106.5999985,-4.508729935,0.042295702,0.957704008,0,115.1620026,-115.1620026,1,0,0,0.51078999,-0.51078999,1,0,0,5.062129974,-5.062129974,1,0,0,2.476560116,-2.476560116,1,0,0,95,-95,1,0,206.38,10.92,0,10,0,7.28,0,7.86,31.11,moderate,UCV_LowSin_Gravel_Bed
-1,-1,-1,13, ,1283221.111,4994442.041,10,75.81694391,7395,4.711359978,2.809999943,1.901360035,0.403569013,1.676640034,0.0157918,0.016000001,-0.000208171,0.0130107,0.986989021,1.29629004,1.460000038,-0.163714007,0.112132996,0.887866974,0.149355993,0.02,0.129355997,0.866092026,7.46780014,0.112016998,0.02,0.092017002,0.821456015,5.600850105,75.81690216,113,-37.18310165,0.329053998,0.670946002,0,106.3470001,-106.3470001,1,0,0,0.261198997,-0.261198997,1,0,0,10.38220024,-10.38220024,1,0,0,4,-4,1,0,0,42,-42,1,0,0,0,0,10,1.93,0,0,1.68,2.62,good,UCV_Meandering_Gravel_Bed
-1,-1,-1,14, ,1269764.025,4998598.796,10,175.6286951,7392,7.005290031,3.900000095,3.105289936,0.443278015,1.796229959,0.0119265,0.008,0.00392654,0.329227,1.49082005,1.153040051,1.289999962,-0.136954993,0.106167004,0.893832982,0.100447997,0.02,0.080448002,0.800891995,5.022399902,0.0753363,0.02,0.0553363,0.734524012,3.76680994,175.6289978,172.5,3.128700018,0.017814299,1.018139958,0,109.987999,-109.987999,1,0,0,2.987339973,-2.987339973,1,0,0,6.381159782,-6.381159782,1,0,0,4.51388979,-4.51388979,1,0,11.7067002,44,-43.88290024,0.99733901,0.00266062,0,0,0,10,0,0,1.18,6.25,12.08,good,UCV_Meandering_Gravel_Bed
-1,-1,-1,15, ,1231938.248,5000343.978,10,218.4488437,8009,4.31388998,8.840000153,-4.526110172,0.512003005,0.487996995,0.00538167,0.0129,-0.00751833,0.582816005,0.417183995,1.229110003,1.019999981,0.209112003,0.170132995,1.205010057,0.163117006,0.059999999,0.103116997,0.632166028,2.718620062,0.122337997,0.059999999,0.062337998,0.509554982,2.038969994,218.4490051,203,15.44880009,0.070720702,1.076099992,0,89.08750153,-89.08750153,1,0,0,4.489970207,-4.489970207,1,0,0,6.600590229,-6.600590229,1,0,0,4.521430016,-4.521430016,1,0,2.77778,36,-35.97219849,0.999228001,0.000771605,34.48,1.43,6.71,8.18,7.48,1.64,6.76,3.89,54.7,good,UCV_LowSin_Anabranching
-1,-1,-1,16, ,1258689.23,5005151.39,30,98.66405415,7388,4.337900162,2.910000086,1.427899957,0.329169005,1.490689993,0.027358999,0.0231,0.00425899,0.155671,1.184370041,1.013110042,1.179999948,-0.166890994,0.141433001,0.858566999,0.162213996,0.02,0.142214,0.876706004,8.110699654,0.121661,0.02,0.101660997,0.835609019,6.083049774,98.66410065,114.5,-15.83590031,0.138304994,0.861694992,0,92.8946991,-92.8946991,1,0,0,7.648729801,-7.648729801,1,0,0,2.961499929,-2.961499929,1,0,0,4.852940083,-4.852940083,1,0,10.0000001,52,-51.90000153,0.998076975,0.00192308,87.34,2.36,1.53,0.64,2.85,4.23,1.33,2.33,0.95,intact,Steep_Perennial_Headwater
-1,-1,-1,17, ,1257927.929,5004326.787,20,130.6617319,7387,4.446819782,4.420000076,0.026819799,0.00603123,1.006070018,0.049130399,0.024599999,0.0245304,0.499291986,1.997169971,1.018919945,1.169999957,-0.151077002,0.129125997,0.870873988,0.158241004,0.029999999,0.128241003,0.810415983,5.274700165,0.118680999,0.029999999,0.088680997,0.747222006,3.956029892,130.6620026,155.3000031,-24.63829994,0.158649996,0.841350019,0,84.5789032,-84.5789032,1,0,0,9.380829811,-9.380829811,1,0,0,4.536859989,-4.536859989,1,0,0,6.198530197,-6.198530197,1,0,85.7142985,40,-39.14289856,0.978570998,0.0214286,283.32,34.64,4.73,4.53,5.06,8.11,5.34,4.29,48.3,intact,Steep_Perennial_Headwater
-1,-1,-1,18, ,1270753.482,5005298.611,10,95.41949582,7393,3.535320044,1.529999971,2.005320072,0.567224026,2.310669899,0.0123584,0.0138,-0.0014416,0.104464002,0.895536005,1.07743001,1.409999967,-0.332567006,0.235863,0.76413703,0.199039996,0.002,0.197040007,0.989952028,99.51999664,0.149279997,0.002,0.147279993,0.986602008,74.63999939,95.41950226,118,-22.58049965,0.191359997,0.808640003,0,87.48680115,-87.48680115,1,0,0,2.827490091,-2.827490091,1,0,0,5.183410168,-5.183410168,1,0,0,3.294120073,-3.294120073,1,0,0,33,-33,1,0,0,0,0,5.53,0,0,0,0,0,good,PCV_FanControlled_DFP
-1,-1,-1,19, ,1249882.157,5006858.124,10,124.3262597,8010,2.626909971,3.119999886,-0.493090004,0.158041999,0.841957986,0.0406144,0.033100002,0.00751442,0.185019001,1.227020025,1.01552999,1.269999981,-0.254469007,0.200369,0.799631,0.267870009,0.02,0.247869998,0.925337017,13.39350033,0.200902,0.02,0.180902004,0.900448978,10.04510021,124.3259964,157.8999939,-33.57369995,0.212626994,0.787373006,0,90.6710968,-90.6710968,1,0,0,4.832389832,-4.832389832,1,0,0,5.412519932,-5.412519932,1,0,0,3.808820009,-3.808820009,1,0,0,59,-59,1,0,392.65,82.56,4.37,9.44,1.59,9.18,0,4.64,41.25,good,CV_Gravel_Bed
-1,-1,-1,20, ,1227342.9,5008779.291,20,143.2645583,8008,2.238549948,3.279999971,-1.041450024,0.317514986,0.682484984,0.051027801,0.037999999,0.0130278,0.255306989,1.342839956,1.031049967,1.149999976,-0.118952997,0.103436999,0.896562994,0.314341992,0.02,0.294342011,0.936375022,15.71710014,0.235755995,0.02,0.215755999,0.91516602,11.78779984,143.2649994,165.1999969,-21.93540001,0.132780999,0.867218971,0,90.38749695,-90.38749695,1,0,0,7.301889896,-7.301889896,1,0,0,21.22430038,-21.22430038,1,0,0,12.04290009,-12.04290009,1,0,88.2353008,41,-40.11759949,0.978479028,0.021520801,72.64,7.69,2.61,2.18,3.26,3.86,7.02,4.79,27.66,good,PCV_Low-mod_PlanControlled_Gravel_Bed
-1,-1,-1,21, ,1246679.208,5011065.47,30,116.6717074,8006,3.173010111,3.309999943,-0.136989996,0.041386701,0.958612978,0.019178599,0.0136,0.00557863,0.290877014,1.410189986,1.001989961,1.399999976,-0.398007989,0.284292012,0.715708017,0.221766993,0.01,0.211767003,0.954908013,22.17670059,0.166326001,0.01,0.156325996,0.939876974,16.63260078,116.6719971,171.5,-54.82830048,0.319698989,0.680301011,0,80.48809814,-80.48809814,1,0,0,4.777400017,-4.777400017,1,0,0,4.572480202,-4.572480202,1,0,0,3.791670084,-3.791670084,1,0,0,64,-64,1,0,507.29,111.27,1.79,6.33,3.56,9.53,2.3,3.67,36.22,good,PCV_Low-mod_PlanControlled_Gravel_Bed
-1,-1,-1,22, ,1232714.013,5016549.089,20,135.8986497,8016,3.88451004,4.369999886,-0.485489994,0.111096002,0.888903975,0.021340299,0.01,0.0113403,0.531401992,2.134030104,1.134019971,1.399999976,-0.265976012,0.189982995,0.81001699,0.181147993,0.01,0.171148002,0.944796979,18.1147995,0.135860994,0.01,0.125861004,0.926394999,13.58609962,135.8990021,184,-48.10129929,0.261420012,0.738579988,0,94.20649719,-94.20649719,1,0,0,1.384559989,-1.384559989,1,0,0,37.16400146,-37.16400146,1,0,0,12.34210014,-12.34210014,1,0,0,64,-64,1,0,86.96,3.75,0,3.98,2.29,5.89,1.86,5.2,16.54,good,PCV_FanControlled_DFP
-1,-1,-1,23, ,1244809.648,5020851.029,10,143.2541808,8004,5.249269962,7.150000095,-1.900730014,0.265836,0.734164,0.019690299,0.0132,0.00649027,0.329618007,1.49169004,1.150730014,1.409999967,-0.259267986,0.183878005,0.816121995,0.134050995,0.01,0.124050997,0.925401986,13.40509987,0.100538,0.01,0.090538003,0.900534987,10.05379963,143.2539978,187.6000061,-44.34579849,0.236385003,0.763615012,0,72.70649719,-72.70649719,1,0,0,1.494989991,-1.494989991,1,0,0,21.23290062,-21.23290062,1,0,0,7.184209824,-7.184209824,1,0,0,56,-56,1,0,261.19,32.47,3.27,9.83,0,8.65,0.45,9.28,46.83,good,PCV_LowSin_PlanControlled_DFP
-1,-1,-1,24, ,1240797.959,5023593.382,10,183.7279517,8014,3.904230118,5.480000019,-1.57577002,0.287548989,0.712450981,0.0182865,0.0094,0.00888654,0.48596099,1.945379972,1.135619998,1.25999999,-0.124381997,0.098716103,0.901283979,0.180233002,0.01,0.170232996,0.944516003,18.02330017,0.135175005,0.01,0.125174999,0.926021993,13.51749992,183.7279968,171.8999939,11.82800007,0.064377502,1.068809986,0,73.23809814,-73.23809814,1,0,0,2.974639893,-2.974639893,1,0,0,5.090909958,-5.090909958,1,0,0,2.4375,-2.4375,1,0,0,61,-61,1,0,29.09,6.32,3.09,2.14,2.72,2.25,3.46,2.1,7.94,good,PCV_LowSin_PlanControlled_DFP
-1,-1,-1,25, ,1242056.582,5024232.872,10,94.97466087,8015,4.181690216,5.75,-1.568310022,0.27274999,0.72724998,0.021144601,0.0109,0.0102446,0.484501988,1.93987,1.293609977,1.559999943,-0.266384989,0.170760006,0.829240024,0.168274,0.02,0.148274004,0.881146014,8.413700104,0.126205996,0.02,0.106206,0.841529012,6.310299873,94.97470093,133.8999939,-38.9253006,0.290704995,0.709294975,0,79.71880341,-79.71880341,1,0,0,1.176010013,-1.176010013,1,0,0,1.491799951,-1.491799951,1,0,0,0.967742026,-0.967742026,1,0,0,68,-68,1,0,238.98,23.1,3.98,3.04,5.08,8.13,3.17,4.45,37.88,good,PCV_LowSin_PlanControlled_DFP
-1,-1,-1,26, ,1036343.875,4983143.241,10,144.1161605,9241,2.060630083,2.660000086,-0.599370003,0.225327,0.774672985,0.085334003,0.063500002,0.021833999,0.255865008,1.343840003,1.047889948,1.179999948,-0.132110998,0.111957997,0.888041973,0.341482997,0.02,0.321482986,0.941431999,17.07419968,0.256112009,0.02,0.236111999,0.921908975,12.80560017,144.1159973,165.8999939,-21.78380013,0.131307006,0.868692994,0,98.92500305,-98.92500305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0000012,81,-80.19999695,0.990122974,0.00987654,289.33,104.4,8.22,8.4,0,6.04,0,10,49.71,,
-1,-1,-1,27, ,1040911.442,5000462.108,10,74.01393807,1114,2.348680019,2.660000086,-0.311320007,0.117037997,0.882961988,0.0107544,0.063500002,-0.052745599,0.830639005,0.169360995,1.106580019,1.179999948,-0.073422201,0.062222201,0.937777996,0.299602002,0.02,0.279601991,0.933245003,14.98009968,0.224702001,0.02,0.204702005,0.91099298,11.23509979,74.01390076,165.8999939,-91.88610077,0.553864002,0.446135998,0,98.92500305,-98.92500305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7777994,81,-80.62220001,0.995335996,0.00466392,0,0,0,0,0,0,0,0,0,,
-1,-1,-1,28, ,1038814.095,5001467.506,10,127.8132251,9082,4.226699829,3.869999886,0.356700003,0.084392004,1.09217,0.024090599,0.0167,0.00739064,0.306784987,1.442549944,1.095260024,1.409999967,-0.314738989,0.223219007,0.776781023,0.166482002,0.02,0.146482006,0.879867017,8.324099541,0.124862,0.02,0.104861997,0.839823008,6.243100166,127.8130035,176,-48.1867981,0.273788005,0.726211011,0,104.3180008,-104.3180008,1,0,0,10.94769955,-10.94769955,1,0,0,25.60810089,-25.60810089,1,0,0,18.10140038,-18.10140038,1,0,50,42,-41.5,0.988094985,0.0119048,73.86,14.88,3.51,1.14,8.14,3.05,7.33,6.02,41.15,,
-1,-1,-1,29, ,1038546.232,5002370.213,10,58.48529422,9371,2.932830095,2.170000076,0.762830019,0.260100007,1.351529956,0.014456,0.0083,0.00615597,0.425843,1.741680026,1.010050058,1.629999995,-0.619946003,0.380335003,0.619665027,0.239929006,0.0035,0.236429006,0.985412002,68.55110168,0.179947004,0.0035,0.176447004,0.980549991,51.41339874,58.48529816,104.9000015,-46.41469955,0.442465991,0.557533979,0,86.7059021,-86.7059021,1,0,0,0.339213014,-0.339213014,1,0,0,4.890900135,-4.890900135,1,0,0,2.1875,-2.1875,1,0,12.5,27,-26.875,0.995369971,0.00462963,123.93,22.21,2.2,4.55,1.59,3.09,1.32,0.36,1.44,,
-1,-1,-1,30, ,1020853.393,5010282.883,20,87.40823547,9346,3.525049925,3.069999933,0.455049992,0.129089996,1.148219943,0.017825101,0.0087,0.00912511,0.511924982,2.048860073,1.170729995,1.519999981,-0.349274993,0.229785994,0.770214021,0.199619994,0.02,0.179619998,0.899810016,9.980999947,0.149715006,0.02,0.129714996,0.866412997,7.485750198,87.40820313,125.3000031,-37.89179993,0.30240801,0.69759202,0,80.88749695,-80.88749695,1,0,0,17.13800049,-17.13800049,1,0,0,23.14150047,-23.14150047,1,0,0,13.43570042,-13.43570042,1,0,18.5185,20,-19.81480026,0.990741014,0.00925926,15.96,0.64,4.95,2.29,10,0,7.82,3.84,40.43,,
-1,-1,-1,31, ,1023306.767,5020549.741,10,112.3741706,9243,2.114599943,2.569999933,-0.45539999,0.177197993,0.822802007,0.00168792,0.014,-0.0123121,0.87943399,0.120566003,1.008759975,1.480000019,-0.471244991,0.318408996,0.681590974,0.33276701,0.002,0.330767006,0.993990004,166.3829956,0.249576002,0.002,0.247575998,0.991985977,124.788002,112.3740005,165,-52.62580109,0.318944007,0.681056023,0,107.0749969,-107.0749969,1,0,0,3.502219915,-3.502219915,1,0,0,8.567930222,-8.567930222,1,0,0,5.142859936,-5.142859936,1,0,27.2727013,64,-63.72729874,0.995738983,0.00426136,42.42,223.99,3.34,0.57,0,1.12,0,1.39,0,,
-1,-1,-1,32, ,1036271.903,5021591.89,10,94.33210244,9077,5.289070129,7.179999828,-1.890930057,0.263361007,0.736639023,3.17E-05,0.0036,-0.00356826,0.991183996,0.00881618,1.091830015,2.170000076,-1.078169942,0.496852994,0.503147006,0.133041993,0.050000001,0.083042003,0.624179006,2.660840034,0.099781699,0.050000001,0.049781699,0.498905987,1.995630026,94.33209991,171.3000031,-76.96790314,0.449315995,0.550683975,0,85.97619629,-85.97619629,1,0,0,0,0,0,0,0,0.414249986,-0.414249986,1,0,0,0.138889,-0.138889,1,0,0,41,-41,1,0,227.67,98.17,7.92,3.61,10,4.25,10,7.13,75.08,,
-1,-1,-1,33, ,1027732.461,5025253.497,10,100.7928257,9084,7.239309788,15.52999973,-8.290690422,0.533850014,0.466149986,0.051109798,0.053599998,-0.0024902,0.0464589,0.953540981,1.061239958,1.120000005,-0.058760401,0.052464701,0.947534978,0.097201303,0.319999993,-0.222799003,0.696246028,0.303754002,0.072901003,0.319999993,-0.247098997,0.772184014,0.227816001,100.7929993,110.1999969,-9.407170296,0.085364603,0.914635003,0,83.22219849,-83.22219849,1,0,0,0,0,0,0,0,0.818498015,-0.818498015,1,0,0,0.303030014,-0.303030014,1,0,81.25,61,-60.1875,0.986679971,0.0133197,90.74,26.49,9.06,10,0,4.71,1.15,9.36,53.71,,
-1,-1,-1,34, ,1025502.188,5041625.158,10,116.6073278,2364,2.353410006,5.510000229,-3.156589985,0.572884023,0.427116007,0.264786988,0.191799998,0.072986796,0.275644004,1.380540013,1.024209976,1.220000029,-0.195785999,0.160481006,0.839519978,0,0,0,0,0,0,0,0,0,0,116.6070023,138,-21.3927002,0.155019,0.844981015,0,126.6220016,-126.6220016,1,0,0,0,0,0,0,0,0.962154984,-0.962154984,1,0,0,0.559701979,-0.559701979,1,0,100,65,-64,0.984615028,0.0153846,0,0,0,10,0,0,0,0,0,,
-1,-1,-1,35, ,1021828.641,5009496.351,20,155.4780478,9242,4.245399952,4.880000114,-0.634599984,0.130041003,0.869958997,0.00727025,0.0071,0.00017025,0.0234174,1.023980021,1.144019961,1.399999976,-0.255982995,0.182844996,0.817155004,0.165748999,0.029999999,0.135748997,0.819002986,5.524970055,0.124311998,0.029999999,0.094311997,0.758671999,4.143730164,155.4779968,178.8000031,-23.3220005,0.130436003,0.869563997,0,71.15910339,-71.15910339,1,0,3.29616,18.36470032,-18.33180046,0.998205006,0.00179483,3.29616,33.89310074,-33.86009979,0.999027014,0.000972518,3.29616,14.45269966,-14.41969967,0.99771899,0.00228065,13.1845996,37,-36.86819839,0.996437013,0.00356342,27.96,29.63,1.97,0,10,0.12,7.22,1.11,19.47,,
